employee_id,age,gender,education_level,department,job_role,tenure_months,last_performance_rating,promotions_last_3yrs,training_hours_completed,certifications_count,salary_band,compensation_percentile,bonus_received,hike_percent_last_year,avg_monthly_hours,work_life_balance_score,engagement_score,job_satisfaction,absenteeism_days,manager_tenure,manager_change_count,team_size,peer_feedback_score,current_project_risk_score,project_complexity_level,client_importance_score,attrition,best_fit_role,project_risk_flag
8852,43,Male,Bachelor,Risk Advisory,Consultant,171,4,0,147,7,Mid,84,0,11,186,1,29,3,4,231,3,5,5,51,Medium,79,0,Senior Consultant,0
8853,35,Male,Bachelor,Consulting,Consultant,225,1,0,83,4,Low,48,0,22,227,4,2,5,17,96,4,12,4,39,Medium,95,1,Senior Consultant,0
8854,35,Female,Bachelor,Technology,Consultant,134,5,0,158,6,Low,14,1,22,113,1,95,3,4,125,1,14,3,33,Low,18,0,Senior Consultant,0
8855,37,Female,Master,Audit,Analyst,76,3,0,8,9,Mid,26,1,22,239,1,51,3,3,103,0,4,4,40,Medium,6,0,Consultant,0
8856,54,Male,PhD,Consulting,Analyst,224,5,0,10,3,Low,53,1,24,106,4,63,3,21,19,1,15,1,8,Low,65,0,Consultant,0
8857,34,Male,Bachelor,Consulting,Consultant,112,1,0,5,1,Mid,70,0,4,217,1,25,1,4,23,1,7,3,93,Medium,94,1,Senior Consultant,0
8858,59,Male,MBA,Consulting,Analyst,11,5,0,170,7,Mid,7,0,10,204,5,13,3,4,121,1,19,2,4,Low,9,1,Consultant,0
8859,33,Male,Bachelor,Consulting,Partner,210,1,1,58,3,Low,10,0,3,241,4,1,4,12,218,0,15,2,6,Medium,34,1,Partner,0
8860,59,Male,MBA,Consulting,Consultant,194,4,0,109,7,Mid,90,0,21,197,5,57,4,7,69,4,10,1,80,Medium,64,0,Senior Consultant,0
8861,54,Female,Master,Technology,Analyst,96,5,1,17,8,High,73,0,8,239,2,44,1,19,51,0,4,2,53,Medium,40,0,Consultant,0
8862,54,Male,Bachelor,Audit,Senior Consultant,177,1,0,126,3,High,4,0,14,200,1,49,3,16,94,4,4,2,26,Medium,34,1,Manager,0
8863,50,Female,PhD,Audit,Consultant,20,1,0,28,7,Mid,23,0,21,249,2,3,5,1,142,1,13,3,47,High,39,1,Senior Consultant,0
8864,26,Female,Bachelor,Tax,Consultant,21,2,0,128,3,Low,75,0,13,220,2,8,5,18,51,2,7,5,41,Medium,71,1,Senior Consultant,0
8865,27,Male,Master,Risk Advisory,Consultant,36,4,0,117,7,Low,89,0,14,107,2,9,4,25,167,2,5,5,81,Medium,95,0,Senior Consultant,0
8866,52,Female,MBA,Consulting,Manager,38,5,3,43,0,Low,97,0,5,196,1,99,4,7,14,3,17,4,97,High,11,0,Senior Manager,1
8867,37,Female,Bachelor,Audit,Consultant,56,2,1,160,1,Low,8,0,13,238,2,7,1,14,187,2,18,2,16,Medium,98,1,Senior Consultant,0
8868,52,Male,Master,Risk Advisory,Senior Consultant,91,5,0,66,9,High,75,0,20,215,2,80,3,9,90,0,18,1,79,Medium,65,0,Manager,0
8869,46,Female,MBA,Risk Advisory,Analyst,239,3,1,37,2,Mid,94,0,22,167,4,58,1,14,176,4,17,5,28,Low,66,0,Consultant,0
8870,54,Male,PhD,Technology,Consultant,11,3,0,100,1,Mid,86,0,28,219,2,18,4,24,213,1,15,3,12,Medium,54,1,Senior Consultant,0
8871,34,Female,MBA,Consulting,Partner,18,1,0,168,9,Low,67,0,12,150,3,21,2,14,151,2,2,2,6,Medium,24,1,Partner,0
8872,31,Female,Bachelor,Tax,Analyst,81,2,0,15,7,Mid,99,0,2,193,1,98,4,18,202,0,19,2,34,Low,99,0,Consultant,0
8873,45,Female,Master,Risk Advisory,Senior Consultant,98,1,2,37,9,Mid,51,0,5,199,4,24,5,8,115,3,5,5,37,Medium,44,1,Manager,0
8874,31,Female,MBA,Technology,Manager,45,1,0,62,8,Mid,6,0,5,178,5,83,1,18,95,3,8,1,89,High,20,0,Senior Manager,1
8875,52,Female,Master,Consulting,Senior Consultant,154,1,0,89,8,Mid,38,0,5,237,3,52,1,4,164,1,6,5,84,Medium,68,0,Manager,0
8876,34,Female,MBA,Audit,Manager,126,3,0,84,0,Low,20,0,4,179,5,24,1,2,74,2,5,3,2,Low,73,1,Senior Manager,0
8877,24,Female,Bachelor,Tax,Analyst,59,1,0,8,8,Mid,13,0,15,222,3,14,5,25,6,4,5,3,24,High,89,1,Consultant,0
8878,55,Male,Bachelor,Consulting,Manager,134,1,1,154,7,High,93,1,5,223,4,67,2,19,148,2,6,5,8,High,68,0,Senior Manager,0
8879,49,Female,Master,Technology,Analyst,43,1,0,158,7,Mid,30,1,16,93,3,26,1,3,162,1,11,2,9,Medium,64,1,Consultant,0
8880,40,Male,PhD,Technology,Senior Consultant,94,1,1,142,2,Low,39,1,0,112,1,4,2,25,30,1,17,3,100,Medium,16,1,Manager,0
8881,44,Male,Master,Technology,Senior Consultant,180,2,0,156,7,Mid,21,1,14,207,1,19,2,10,107,3,19,1,25,Low,63,1,Manager,0
8882,53,Female,PhD,Technology,Manager,103,5,0,8,1,Mid,61,1,29,201,1,24,3,6,50,3,4,1,95,Low,77,0,Senior Manager,0
8883,34,Male,PhD,Technology,Partner,190,2,1,43,1,Low,84,1,6,189,3,74,4,4,36,0,5,3,77,High,21,0,Partner,1
8884,54,Male,PhD,Tax,Senior Consultant,224,4,0,100,3,Mid,19,0,2,160,4,84,1,19,158,2,8,2,57,High,58,0,Manager,0
8885,55,Female,PhD,Risk Advisory,Manager,17,2,0,187,6,Mid,89,0,23,112,2,79,3,21,9,3,5,1,21,High,10,0,Senior Manager,0
8886,54,Male,MBA,Risk Advisory,Consultant,77,4,0,77,3,Low,34,1,18,245,4,67,2,25,143,1,13,2,46,Medium,95,0,Senior Consultant,0
8887,26,Male,MBA,Audit,Analyst,117,3,1,38,1,Low,40,0,2,141,4,86,5,26,156,0,2,1,41,Medium,39,0,Consultant,0
8888,24,Female,Master,Risk Advisory,Consultant,46,5,0,178,4,Mid,4,1,24,235,5,94,2,18,64,2,5,3,42,Medium,58,0,Senior Consultant,0
8889,28,Female,Bachelor,Technology,Consultant,169,1,2,39,7,Low,13,1,25,249,4,26,1,22,108,4,12,1,96,High,99,1,Senior Consultant,1
8890,45,Female,Bachelor,Risk Advisory,Consultant,141,4,1,62,6,Low,62,0,20,228,2,37,5,4,43,4,16,2,80,Medium,11,0,Senior Consultant,0
8891,43,Female,Bachelor,Risk Advisory,Manager,134,3,0,133,6,Mid,56,0,18,175,3,8,4,18,134,2,18,2,33,Low,79,0,Senior Manager,0
8892,44,Female,Bachelor,Technology,Senior Consultant,214,5,0,37,8,Low,67,0,4,158,3,62,3,2,158,0,5,3,8,Medium,0,0,Manager,0
8893,51,Female,Bachelor,Tax,Consultant,225,4,1,159,4,Low,11,0,22,137,2,45,5,11,148,2,15,3,7,Medium,99,1,Senior Consultant,0
8894,39,Female,PhD,Technology,Manager,161,3,1,5,3,Low,37,1,23,104,3,70,2,18,73,0,17,1,85,High,68,0,Senior Manager,1
8895,53,Female,Master,Risk Advisory,Senior Consultant,132,1,0,114,9,Mid,63,0,25,166,1,19,3,12,198,0,3,1,20,Low,2,1,Manager,0
8896,28,Female,Bachelor,Risk Advisory,Analyst,206,3,0,53,8,Mid,20,1,27,86,3,28,5,3,115,2,9,4,64,Low,95,1,Consultant,0
8897,54,Male,MBA,Audit,Senior Consultant,178,3,0,50,0,Mid,98,0,18,239,1,19,1,22,211,0,14,4,1,Medium,39,0,Manager,0
8898,26,Male,Master,Technology,Senior Consultant,48,1,0,116,5,High,61,0,0,103,2,90,5,0,213,1,5,2,14,Low,15,0,Manager,0
8899,49,Male,Bachelor,Audit,Consultant,99,4,0,97,2,Mid,8,1,20,102,2,55,3,20,208,2,15,3,39,Medium,32,0,Senior Consultant,0
8900,29,Female,MBA,Audit,Manager,27,3,0,161,5,Mid,56,1,27,246,4,97,4,22,75,0,19,5,0,Medium,83,0,Senior Manager,0
8901,36,Male,Bachelor,Consulting,Partner,6,1,1,75,6,Low,78,0,25,212,3,78,5,19,218,0,5,2,93,Medium,91,1,Partner,0
8902,25,Female,Master,Audit,Analyst,58,4,0,136,0,Low,42,1,7,139,5,15,3,25,165,4,13,2,21,Low,85,0,Consultant,0
8903,55,Female,Bachelor,Risk Advisory,Manager,191,1,0,132,5,Low,23,0,1,220,3,35,3,17,115,1,15,1,15,Medium,67,1,Senior Manager,0
8904,26,Female,Master,Risk Advisory,Consultant,1,2,0,80,7,Low,60,0,5,111,4,45,1,27,44,0,12,3,94,Low,32,1,Senior Consultant,0
8905,54,Male,MBA,Consulting,Manager,235,4,0,113,4,Low,62,0,8,191,3,98,2,27,179,2,18,2,85,High,6,0,Senior Manager,1
8906,26,Female,Bachelor,Consulting,Partner,28,2,0,60,4,Mid,6,0,24,151,5,42,4,26,97,1,7,2,51,Low,48,1,Partner,0
8907,59,Male,PhD,Technology,Analyst,29,3,0,133,6,High,8,0,12,141,3,31,3,23,226,1,15,2,84,High,69,1,Consultant,1
8908,55,Female,Bachelor,Consulting,Senior Consultant,96,3,1,177,7,Mid,55,1,6,111,5,67,2,0,55,3,17,1,21,Medium,24,0,Manager,0
8909,47,Female,Master,Tax,Analyst,156,3,1,31,6,Mid,78,0,0,162,5,78,3,5,155,1,18,4,58,Low,40,0,Consultant,0
8910,22,Male,PhD,Risk Advisory,Partner,91,4,0,146,2,Mid,22,0,0,161,4,34,4,21,233,2,3,1,20,Medium,4,1,Partner,0
8911,25,Other,PhD,Risk Advisory,Analyst,202,5,0,115,5,Mid,22,0,1,206,5,91,5,3,38,3,11,3,97,Medium,25,0,Consultant,0
8912,47,Male,Bachelor,Consulting,Analyst,210,4,0,57,8,Low,26,1,14,181,2,32,5,3,212,4,10,2,93,Medium,73,1,Consultant,0
8913,54,Other,Bachelor,Consulting,Consultant,68,4,0,47,1,Low,11,0,24,184,5,33,4,15,202,3,19,1,43,High,4,1,Senior Consultant,0
8914,54,Male,MBA,Risk Advisory,Senior Consultant,230,5,0,108,8,High,64,1,1,122,2,89,2,22,82,4,8,1,51,Low,27,0,Manager,0
8915,29,Male,Bachelor,Consulting,Partner,41,4,0,16,2,High,14,1,6,114,2,5,1,9,135,3,10,1,61,Medium,40,1,Partner,0
8916,41,Male,Master,Technology,Consultant,106,2,0,59,2,Mid,18,0,18,152,1,66,4,26,48,1,7,1,77,Low,9,0,Senior Consultant,0
8917,37,Male,MBA,Consulting,Analyst,116,5,0,137,9,Low,8,1,13,126,1,49,4,14,75,0,14,1,35,Medium,99,1,Consultant,0
8918,42,Female,Master,Consulting,Analyst,183,5,0,49,1,Low,54,1,25,180,2,92,2,2,53,4,17,2,76,Medium,16,0,Consultant,0
8919,47,Female,Bachelor,Technology,Manager,160,2,1,102,2,Low,11,0,6,202,5,22,4,28,28,4,2,5,7,Medium,51,1,Senior Manager,0
8920,44,Female,Master,Technology,Consultant,123,5,0,37,6,Low,34,0,24,132,5,18,1,5,212,0,16,4,83,Medium,60,0,Senior Consultant,0
8921,39,Male,PhD,Technology,Partner,197,5,0,111,2,High,66,1,9,216,5,64,2,27,139,1,5,5,52,Medium,87,0,Partner,0
8922,52,Male,Master,Risk Advisory,Partner,150,2,0,167,0,Low,82,0,9,158,1,45,4,2,27,2,19,2,35,Low,10,1,Partner,0
8923,33,Female,MBA,Consulting,Partner,121,1,0,130,3,Mid,12,1,9,165,1,97,3,15,146,1,6,4,91,Medium,2,0,Partner,0
8924,22,Male,Bachelor,Technology,Partner,57,1,0,78,6,Low,67,0,5,240,2,23,1,3,146,3,10,3,73,Low,70,1,Partner,0
8925,30,Female,Bachelor,Technology,Analyst,22,1,0,90,5,Mid,54,0,27,112,5,43,3,6,183,1,10,4,15,Medium,86,1,Consultant,0
8926,24,Female,Bachelor,Risk Advisory,Analyst,66,2,0,30,9,Low,21,0,29,134,3,57,1,11,42,1,18,2,20,Low,9,1,Consultant,0
8927,47,Male,Master,Tax,Consultant,169,3,0,15,2,Low,83,0,15,234,2,35,4,24,56,1,16,4,79,Low,90,0,Senior Consultant,0
8928,30,Female,Bachelor,Consulting,Senior Consultant,43,4,0,27,0,Low,55,1,2,189,4,0,2,27,169,0,4,2,59,Low,100,0,Manager,0
8929,37,Female,Master,Tax,Partner,34,5,0,172,7,Low,68,0,19,111,2,93,4,18,78,0,11,3,26,Low,74,0,Partner,0
8930,45,Female,MBA,Tax,Analyst,114,2,0,103,1,Mid,34,1,26,112,1,86,2,27,74,2,6,1,85,High,29,0,Consultant,1
8931,35,Male,MBA,Technology,Consultant,2,4,0,164,4,Mid,78,0,7,176,2,77,1,3,73,0,6,3,23,Medium,0,0,Senior Consultant,0
8932,24,Male,Bachelor,Risk Advisory,Partner,238,2,0,170,2,Low,48,0,19,167,5,38,5,1,195,4,6,3,27,Medium,87,1,Partner,0
8933,55,Male,MBA,Consulting,Senior Consultant,59,5,1,72,3,High,90,0,8,195,1,26,3,26,15,3,4,5,96,High,52,0,Manager,1
8934,54,Male,Master,Consulting,Partner,36,3,0,72,2,Mid,92,1,22,213,1,81,5,21,164,1,4,5,48,High,40,0,Partner,0
8935,45,Male,Bachelor,Consulting,Manager,232,2,0,155,2,Low,81,0,9,166,3,84,1,4,13,4,7,4,19,High,72,0,Senior Manager,0
8936,30,Female,Bachelor,Tax,Partner,8,4,0,70,2,Low,20,1,27,215,5,36,2,2,221,0,10,5,48,Medium,16,1,Partner,0
8937,34,Female,Master,Audit,Manager,161,4,0,59,9,High,80,1,17,236,5,37,3,10,223,0,6,5,23,Medium,73,0,Senior Manager,0
8938,23,Female,Bachelor,Risk Advisory,Senior Consultant,33,5,0,63,7,Low,56,0,20,97,4,50,1,18,144,1,3,4,70,High,51,0,Manager,0
8939,28,Male,Bachelor,Audit,Manager,196,1,0,59,0,Low,91,1,24,241,3,82,3,13,203,4,7,1,64,Medium,15,0,Senior Manager,0
8940,42,Other,Bachelor,Tax,Senior Consultant,18,5,0,98,1,Low,19,1,15,136,3,15,5,15,166,0,12,5,82,Medium,23,1,Manager,0
8941,40,Male,Bachelor,Technology,Consultant,64,5,0,35,1,Mid,22,0,1,89,4,60,1,29,96,3,5,5,42,High,30,0,Senior Consultant,0
8942,46,Female,PhD,Audit,Manager,61,1,0,174,8,Low,3,0,23,114,2,90,5,1,50,1,14,5,72,Low,39,0,Senior Manager,0
8943,43,Other,MBA,Audit,Partner,83,3,1,165,6,Mid,32,1,25,159,4,75,2,5,147,2,16,2,5,Medium,58,0,Partner,0
8944,32,Female,Master,Risk Advisory,Partner,10,2,0,192,9,Low,13,0,18,167,4,66,4,13,93,3,3,4,6,Medium,94,1,Partner,0
8945,54,Other,PhD,Tax,Consultant,178,4,0,33,6,High,77,1,29,215,5,0,1,13,39,3,4,2,5,Low,11,0,Senior Consultant,0
8946,53,Female,Master,Risk Advisory,Analyst,106,2,0,149,7,High,26,0,16,218,5,50,5,20,220,2,2,4,19,Medium,27,0,Consultant,0
8947,42,Male,MBA,Technology,Senior Consultant,233,2,0,93,1,Mid,35,0,28,212,2,25,5,13,160,4,15,3,64,Medium,63,1,Manager,0
8948,41,Male,Bachelor,Consulting,Analyst,222,4,0,178,9,Low,51,0,3,103,3,29,4,3,205,0,17,4,44,Medium,85,0,Consultant,0
8949,29,Male,Master,Tax,Analyst,22,1,1,199,0,Low,43,0,8,115,5,16,2,18,147,2,7,4,19,Medium,9,1,Consultant,0
8950,58,Male,Bachelor,Technology,Consultant,39,4,0,44,5,Mid,78,1,18,237,3,12,1,3,77,0,8,4,64,Medium,58,0,Senior Consultant,0
8951,30,Female,Master,Technology,Consultant,102,1,2,70,2,Low,35,0,1,196,2,53,2,17,41,0,9,1,12,Low,56,0,Senior Consultant,0
8952,46,Male,Bachelor,Audit,Manager,65,1,1,1,1,High,84,0,17,245,2,25,3,17,173,2,8,2,35,Medium,4,1,Senior Manager,0
8953,46,Female,Bachelor,Risk Advisory,Manager,30,5,0,185,2,Mid,10,0,1,190,5,45,4,22,90,1,13,2,60,Medium,54,1,Senior Manager,0
8954,54,Male,Bachelor,Audit,Manager,133,3,1,93,3,Mid,84,0,17,105,1,6,2,18,162,4,15,4,6,Low,53,0,Senior Manager,0
8955,23,Female,Bachelor,Audit,Manager,111,5,1,139,4,Mid,87,0,26,246,4,15,5,27,91,3,16,5,95,Low,30,0,Senior Manager,0
8956,40,Other,MBA,Consulting,Manager,26,3,1,99,9,Mid,9,0,2,146,3,60,4,11,109,3,18,3,67,Medium,2,0,Senior Manager,0
8957,41,Male,Bachelor,Risk Advisory,Partner,120,1,0,101,9,Low,11,0,19,183,4,23,1,0,82,2,3,3,4,Medium,41,1,Partner,0
8958,50,Female,MBA,Consulting,Consultant,63,5,0,26,3,Low,56,0,14,244,2,1,1,18,64,0,15,3,54,Medium,68,0,Senior Consultant,0
8959,27,Female,Master,Technology,Senior Consultant,174,2,0,97,7,Mid,80,0,19,221,1,12,2,29,29,4,10,5,18,Low,98,1,Manager,0
8960,38,Male,Master,Consulting,Senior Consultant,31,4,1,165,5,Low,85,0,28,169,3,29,5,20,90,0,5,5,2,Medium,2,0,Manager,0
8961,46,Female,Bachelor,Technology,Senior Consultant,231,4,1,74,6,Mid,76,0,24,138,1,58,5,2,131,0,16,4,24,Medium,93,0,Manager,0
8962,59,Male,PhD,Audit,Senior Consultant,169,4,0,147,3,High,69,0,14,153,3,34,2,4,114,3,4,4,7,High,48,0,Manager,0
8963,25,Female,Bachelor,Consulting,Senior Consultant,140,3,0,170,6,Low,58,0,13,230,4,77,3,20,15,0,13,5,88,Medium,91,0,Manager,0
8964,51,Female,Master,Risk Advisory,Partner,17,4,0,31,4,Mid,42,1,0,218,3,48,3,6,14,2,3,5,35,Low,62,0,Partner,0
8965,41,Female,Master,Consulting,Consultant,146,3,0,150,1,Mid,2,1,4,147,1,13,2,6,43,0,9,1,72,Low,55,1,Senior Consultant,0
8966,24,Female,Master,Technology,Manager,194,3,2,40,8,Mid,16,1,2,238,1,62,5,11,167,2,18,4,35,Medium,82,0,Senior Manager,0
8967,44,Male,Bachelor,Tax,Manager,113,3,0,87,1,Low,8,0,24,248,2,51,1,4,70,2,14,1,45,Low,50,0,Senior Manager,0
8968,39,Female,Master,Risk Advisory,Manager,216,2,1,1,1,Low,82,0,24,113,3,90,1,6,75,0,2,4,10,Low,38,0,Senior Manager,0
8969,47,Female,MBA,Technology,Consultant,92,1,2,61,2,Mid,70,1,13,157,4,6,5,20,183,3,9,5,50,Medium,72,1,Senior Consultant,0
8970,57,Female,MBA,Tax,Consultant,39,2,1,119,3,High,95,0,11,168,5,4,4,21,128,3,7,3,33,Medium,9,1,Senior Consultant,0
8971,29,Female,PhD,Risk Advisory,Partner,74,1,1,52,6,Mid,60,0,28,161,3,53,4,0,102,3,10,4,94,Medium,77,0,Partner,0
8972,38,Male,Bachelor,Tax,Partner,111,2,2,56,4,Mid,4,0,5,161,5,46,4,14,239,3,17,4,59,Medium,45,1,Partner,0
8973,52,Other,Bachelor,Audit,Manager,161,3,0,47,6,High,77,0,28,185,5,36,2,12,78,4,8,5,28,High,44,0,Senior Manager,0
8974,58,Male,Bachelor,Audit,Consultant,216,1,0,133,0,Mid,24,0,19,164,2,46,3,1,142,0,17,5,19,Medium,90,1,Senior Consultant,0
8975,54,Female,PhD,Consulting,Manager,203,4,0,143,3,Low,10,1,17,80,3,29,2,23,82,0,16,5,7,Medium,54,1,Senior Manager,0
8976,48,Male,Bachelor,Consulting,Partner,136,2,1,138,1,Low,38,0,8,205,5,15,4,20,143,3,12,5,75,Medium,81,1,Partner,0
8977,25,Other,Master,Consulting,Manager,91,1,1,108,5,High,45,0,15,108,2,83,4,7,44,4,19,2,4,Medium,45,0,Senior Manager,0
8978,43,Female,PhD,Consulting,Partner,26,4,1,45,1,Low,12,0,2,198,2,67,5,22,90,3,8,1,58,Low,80,0,Partner,0
8979,47,Female,Master,Tax,Analyst,76,5,0,72,3,Low,3,0,12,115,5,79,1,21,128,4,12,4,8,Medium,17,0,Consultant,0
8980,53,Male,Master,Risk Advisory,Senior Consultant,35,3,0,56,4,High,82,1,10,210,4,37,5,1,99,4,5,5,39,Low,38,0,Manager,0
8981,45,Female,Bachelor,Risk Advisory,Analyst,57,2,0,194,7,High,54,0,17,128,4,5,2,22,156,0,2,3,15,Medium,50,1,Consultant,0
8982,56,Female,Master,Consulting,Manager,207,2,0,6,4,Mid,48,0,24,181,5,82,2,3,127,1,8,1,99,Low,32,0,Senior Manager,0
8983,58,Female,PhD,Audit,Manager,21,5,0,51,1,Low,62,0,9,243,1,45,2,10,210,0,15,5,86,Medium,12,0,Senior Manager,0
8984,53,Male,Master,Technology,Consultant,165,1,0,179,9,Low,94,0,10,124,3,15,4,9,197,0,9,1,72,Medium,30,1,Senior Consultant,0
8985,28,Female,Bachelor,Consulting,Senior Consultant,124,2,0,29,7,Mid,47,1,29,193,5,63,3,5,159,2,17,2,35,Medium,34,0,Manager,0
8986,54,Male,Bachelor,Consulting,Partner,222,2,0,54,7,High,89,0,28,241,3,88,1,19,198,4,7,4,81,Medium,39,0,Partner,0
8987,52,Female,Bachelor,Audit,Manager,133,2,1,149,9,High,1,0,7,101,1,90,3,4,43,1,12,2,42,Low,50,0,Senior Manager,0
8988,33,Male,Master,Technology,Partner,17,2,0,3,0,Mid,70,0,9,144,4,58,4,4,20,4,8,4,3,Low,75,0,Partner,0
8989,32,Male,Bachelor,Tax,Partner,126,5,1,4,8,Low,47,1,15,141,2,89,3,21,158,0,15,4,78,Medium,88,0,Partner,0
8990,45,Male,Master,Tax,Partner,218,3,1,149,7,Low,61,0,11,202,5,6,5,1,174,1,10,5,45,Medium,82,0,Partner,0
8991,29,Male,Master,Technology,Analyst,98,2,0,67,0,Low,45,0,25,131,4,23,5,2,132,3,11,1,5,Low,62,1,Consultant,0
8992,53,Male,MBA,Technology,Partner,97,5,0,103,8,Low,34,0,27,166,3,28,5,10,208,3,4,5,77,Medium,59,0,Partner,0
8993,59,Other,Bachelor,Tax,Consultant,82,4,0,131,8,Mid,53,0,10,105,2,84,3,11,72,3,19,1,83,Low,88,0,Senior Consultant,0
8994,43,Female,MBA,Consulting,Analyst,25,2,0,170,7,Low,56,0,27,164,3,56,5,25,176,1,16,1,30,Low,61,0,Consultant,0
8995,55,Male,Master,Consulting,Analyst,105,1,1,108,9,High,79,0,9,148,2,9,3,23,138,4,15,2,63,Medium,35,1,Consultant,0
8996,40,Female,Bachelor,Audit,Manager,61,5,0,14,6,Low,14,0,21,85,3,94,2,18,221,4,3,4,67,Medium,94,0,Senior Manager,0
8997,41,Female,PhD,Technology,Senior Consultant,94,1,1,123,5,Mid,41,0,27,187,2,33,3,11,22,1,17,3,77,Low,14,1,Manager,0
8998,35,Other,Bachelor,Consulting,Senior Consultant,37,3,0,143,4,Mid,41,0,22,163,3,57,2,4,217,2,12,5,23,Low,17,0,Manager,0
8999,54,Male,Master,Consulting,Manager,212,4,1,83,5,Mid,6,0,11,243,2,69,3,13,218,2,8,3,5,Low,90,0,Senior Manager,0
9000,31,Male,Bachelor,Audit,Senior Consultant,109,1,0,185,0,Low,46,0,10,125,5,29,2,20,103,4,4,2,12,Medium,26,1,Manager,0
9001,37,Other,Master,Technology,Partner,194,2,0,32,0,Low,37,0,8,228,2,23,3,26,207,2,14,2,64,Medium,79,1,Partner,0
9002,25,Male,Master,Audit,Consultant,141,5,1,94,8,Low,66,1,23,122,2,82,2,6,216,2,11,4,43,Medium,100,0,Senior Consultant,0
9003,48,Male,Bachelor,Audit,Partner,121,4,1,192,5,Mid,6,0,29,242,5,69,5,27,76,0,15,1,3,Medium,17,0,Partner,0
9004,49,Male,Master,Tax,Senior Consultant,40,5,1,24,2,Mid,95,0,5,93,5,14,2,1,21,0,19,4,34,Medium,7,0,Manager,0
9005,37,Male,Master,Audit,Senior Consultant,170,4,0,36,8,Mid,76,0,16,104,5,1,1,14,19,1,15,2,35,Low,55,0,Manager,0
9006,54,Other,MBA,Technology,Consultant,84,1,2,17,2,Mid,58,0,7,246,3,39,1,29,77,2,12,2,47,Medium,79,1,Senior Consultant,0
9007,40,Male,Bachelor,Consulting,Analyst,70,3,1,24,8,High,1,1,26,153,2,14,1,5,73,1,5,4,57,High,39,1,Consultant,0
9008,42,Other,Bachelor,Consulting,Analyst,203,5,0,119,4,Low,35,0,18,149,4,21,2,26,236,2,14,5,32,Medium,26,0,Consultant,0
9009,43,Other,Master,Tax,Consultant,238,2,0,142,0,Mid,87,0,5,219,5,18,4,21,114,0,11,3,1,Low,58,1,Senior Consultant,0
9010,30,Female,Bachelor,Technology,Analyst,153,5,1,195,4,Low,59,1,17,136,3,49,4,4,53,2,3,2,88,High,48,0,Consultant,1
9011,30,Male,Master,Consulting,Senior Consultant,170,3,0,34,9,Low,83,0,15,243,3,86,3,21,31,0,4,5,83,Low,44,0,Manager,0
9012,30,Male,Bachelor,Audit,Analyst,138,1,0,67,1,Low,6,1,23,144,2,99,5,28,15,3,19,1,43,High,100,0,Consultant,0
9013,48,Female,Bachelor,Risk Advisory,Senior Consultant,95,2,0,169,1,Mid,2,0,3,245,5,1,4,18,68,3,14,2,18,Low,95,1,Manager,0
9014,38,Male,MBA,Risk Advisory,Manager,43,2,1,124,0,Low,23,1,28,110,2,88,4,1,208,1,6,2,9,Medium,69,0,Senior Manager,0
9015,29,Female,MBA,Risk Advisory,Partner,196,1,0,83,9,Mid,55,0,7,194,1,23,3,16,199,4,19,5,74,Low,30,1,Partner,0
9016,37,Male,Master,Risk Advisory,Analyst,128,5,1,11,3,Low,45,0,6,96,5,57,3,7,121,2,2,1,2,Medium,1,0,Consultant,0
9017,39,Other,MBA,Audit,Manager,89,2,1,93,3,Mid,92,0,7,241,4,18,4,14,151,3,5,4,77,High,8,1,Senior Manager,1
9018,54,Female,MBA,Consulting,Analyst,156,5,0,104,4,Mid,22,0,17,131,3,68,2,15,157,0,3,3,67,High,21,0,Consultant,0
9019,22,Female,Master,Tax,Manager,152,5,0,149,3,High,36,1,15,108,3,72,4,25,97,3,9,5,37,Medium,55,0,Senior Manager,0
9020,33,Female,PhD,Audit,Consultant,99,1,0,163,1,High,2,0,26,229,5,12,3,17,44,1,14,2,84,Medium,33,1,Senior Consultant,0
9021,27,Male,Master,Consulting,Manager,41,3,0,161,4,Mid,17,0,22,245,1,7,3,3,206,4,5,4,72,Low,52,1,Senior Manager,0
9022,26,Male,Master,Technology,Senior Consultant,61,3,1,152,7,Mid,99,0,7,141,4,75,5,6,139,3,16,5,79,High,36,0,Manager,1
9023,37,Male,Master,Consulting,Consultant,124,5,1,166,5,Mid,47,1,13,201,3,91,5,28,78,3,11,2,93,Medium,52,0,Senior Consultant,0
9024,39,Male,PhD,Consulting,Consultant,133,1,1,58,4,Mid,11,0,18,242,2,18,5,2,171,1,2,1,69,Low,68,1,Senior Consultant,0
9025,39,Female,Bachelor,Consulting,Senior Consultant,97,3,0,177,6,Mid,22,0,6,134,2,68,3,7,84,2,17,1,34,Low,15,0,Manager,0
9026,22,Male,Bachelor,Audit,Analyst,139,5,0,60,0,Low,9,0,6,85,2,20,4,20,138,4,18,1,7,Medium,85,1,Consultant,0
9027,40,Male,Bachelor,Consulting,Consultant,8,2,1,160,5,High,2,0,2,98,3,96,4,6,218,2,18,1,63,High,47,1,Senior Consultant,0
9028,29,Other,Bachelor,Consulting,Analyst,149,2,0,134,1,High,70,0,12,91,2,89,2,27,149,4,17,5,100,Medium,0,0,Consultant,0
9029,24,Male,Bachelor,Technology,Partner,224,4,0,146,4,High,45,1,4,106,3,96,1,15,58,1,3,5,95,Low,69,0,Partner,0
9030,46,Female,MBA,Technology,Manager,192,4,0,147,9,High,75,1,15,240,5,90,4,1,155,2,17,3,48,Medium,75,0,Senior Manager,0
